"Column1","Pickup point","Status","Request Hour","Request Day","Request Timeslot"
"3262","City","Cancelled","7","Monday","Early Morning"
"958","City","Trip Completed","7","Monday","Early Morning"
"3283","City","Cancelled","7","Monday","Early Morning"
"4081","Airport","Cancelled","7","Monday","Early Morning"
"4085","City","Cancelled","7","Monday","Early Morning"
"1391","City","Trip Completed","7","Monday","Early Morning"
"1413","Airport","Trip Completed","7","Monday","Early Morning"
"3210","City","Cancelled","7","Monday","Early Morning"
"790","Airport","Trip Completed","7","Monday","Early Morning"
"4193","City","No Cars Available","7","Monday","Early Morning"
"4194","City","No Cars Available","7","Monday","Early Morning"
"4195","City","No Cars Available","7","Monday","Early Morning"
"2364","City","Trip Completed","7","Monday","Early Morning"
"2417","Airport","Trip Completed","7","Monday","Early Morning"
"3316","City","Cancelled","7","Monday","Early Morning"
"4192","City","No Cars Available","7","Monday","Early Morning"
"4191","City","No Cars Available","7","Monday","Early Morning"
"3307","City","Cancelled","7","Monday","Early Morning"
"4190","City","No Cars Available","7","Monday","Early Morning"
"4189","City","No Cars Available","7","Monday","Early Morning"
"4188","City","No Cars Available","7","Monday","Early Morning"
"4187","City","No Cars Available","7","Monday","Early Morning"
"1242","City","Trip Completed","7","Monday","Early Morning"
"1261","City","Trip Completed","7","Monday","Early Morning"
"4186","City","No Cars Available","7","Monday","Early Morning"
"4026","City","Cancelled","7","Monday","Early Morning"
"3180","City","Cancelled","7","Monday","Early Morning"
"4025","City","Cancelled","7","Monday","Early Morning"
"2221","City","Trip Completed","7","Monday","Early Morning"
"3975","City","Cancelled","7","Monday","Early Morning"
"3971","City","Cancelled","7","Monday","Early Morning"
"4051","City","Cancelled","7","Monday","Early Morning"
"515","City","Trip Completed","7","Monday","Early Morning"
"3997","City","Cancelled","7","Monday","Early Morning"
"706","City","Trip Completed","7","Monday","Early Morning"
"3442","City","Cancelled","7","Monday","Early Morning"
"3998","City","Cancelled","7","Monday","Early Morning"
"2616","Airport","Trip Completed","7","Monday","Early Morning"
"4054","City","Cancelled","7","Monday","Early Morning"
"3121","City","Cancelled","7","Monday","Early Morning"
"2608","Airport","Trip Completed","7","Monday","Early Morning"
"5661","City","No Cars Available","4","Thursday","Early Morning"
"5662","City","No Cars Available","4","Thursday","Early Morning"
"2965","City","Cancelled","4","Thursday","Early Morning"
"1032","City","Trip Completed","4","Thursday","Early Morning"
"3812","City","Cancelled","4","Thursday","Early Morning"
"2955","City","Cancelled","4","Thursday","Early Morning"
"5660","City","No Cars Available","4","Thursday","Early Morning"
"1410","City","Trip Completed","4","Thursday","Early Morning"
"3637","City","Cancelled","4","Thursday","Early Morning"
"5658","Airport","No Cars Available","4","Thursday","Early Morning"
"148","City","Trip Completed","4","Thursday","Early Morning"
"568","City","Trip Completed","4","Thursday","Early Morning"
"5659","City","No Cars Available","4","Thursday","Early Morning"
"3793","City","Cancelled","4","Thursday","Early Morning"
"5645","City","No Cars Available","4","Thursday","Early Morning"
"5657","City","No Cars Available","4","Thursday","Early Morning"
"5656","City","No Cars Available","4","Thursday","Early Morning"
"5655","City","No Cars Available","4","Thursday","Early Morning"
"5654","City","No Cars Available","4","Thursday","Early Morning"
"5653","City","No Cars Available","4","Thursday","Early Morning"
"5652","City","No Cars Available","4","Thursday","Early Morning"
"5651","City","No Cars Available","4","Thursday","Early Morning"
"5650","Airport","No Cars Available","4","Thursday","Early Morning"
"5649","City","No Cars Available","4","Thursday","Early Morning"
"5648","City","No Cars Available","4","Thursday","Early Morning"
"5647","Airport","No Cars Available","4","Thursday","Early Morning"
"5646","City","No Cars Available","4","Thursday","Early Morning"
"2230","Airport","Trip Completed","4","Thursday","Early Morning"
"2805","Airport","Trip Completed","4","Thursday","Early Morning"
"2813","Airport","Trip Completed","4","Thursday","Early Morning"
"3028","City","Cancelled","4","Thursday","Early Morning"
"1351","Airport","Trip Completed","4","Thursday","Early Morning"
"346","Airport","Trip Completed","4","Thursday","Early Morning"
"3573","City","Cancelled","4","Thursday","Early Morning"
"2589","City","Trip Completed","4","Thursday","Early Morning"
"3892","City","Cancelled","4","Thursday","Early Morning"
"236","City","Trip Completed","4","Thursday","Early Morning"
"1631","City","Trip Completed","4","Thursday","Early Morning"
"1792","City","Trip Completed","4","Thursday","Early Morning"
"3595","City","Cancelled","4","Thursday","Early Morning"
"3938","City","Cancelled","4","Thursday","Early Morning"
"3526","City","Cancelled","4","Thursday","Early Morning"
"82","City","Trip Completed","4","Thursday","Early Morning"
"3996","City","Cancelled","4","Thursday","Early Morning"
"3416","City","Cancelled","5","Thursday","Early Morning"
"4091","City","Cancelled","5","Thursday","Early Morning"
"737","City","Trip Completed","5","Thursday","Early Morning"
"3439","City","Cancelled","5","Thursday","Early Morning"
"4078","City","Cancelled","5","Thursday","Early Morning"
"4092","City","Cancelled","5","Thursday","Early Morning"
"4094","City","Cancelled","5","Thursday","Early Morning"
"3376","Airport","Cancelled","5","Thursday","Early Morning"
"3300","City","Cancelled","5","Thursday","Early Morning"
"3218","City","Cancelled","5","Thursday","Early Morning"
"3264","City","Cancelled","5","Thursday","Early Morning"
"3277","City","Cancelled","5","Thursday","Early Morning"
"1362","City","Trip Completed","5","Thursday","Early Morning"
"3217","City","Cancelled","5","Thursday","Early Morning"
"1236","City","Trip Completed","5","Thursday","Early Morning"
"810","Airport","Trip Completed","5","Thursday","Early Morning"
"798","Airport","Trip Completed","5","Thursday","Early Morning"
"1021","Airport","Trip Completed","5","Thursday","Early Morning"
"2334","City","Trip Completed","5","Thursday","Early Morning"
"3055","City","Cancelled","5","Thursday","Early Morning"
"3731","City","Cancelled","5","Thursday","Early Morning"
"3867","City","Cancelled","5","Thursday","Early Morning"
"1764","City","Trip Completed","5","Thursday","Early Morning"
"2814","City","Trip Completed","5","Thursday","Early Morning"
"330","City","Trip Completed","5","Thursday","Early Morning"
"1912","Airport","Trip Completed","5","Thursday","Early Morning"
"3574","City","Cancelled","5","Thursday","Early Morning"
"3067","City","Cancelled","5","Thursday","Early Morning"
"3898","City","Cancelled","5","Thursday","Early Morning"
"3722","City","Cancelled","5","Thursday","Early Morning"
"3904","City","Cancelled","5","Thursday","Early Morning"
"417","City","Trip Completed","5","Thursday","Early Morning"
"368","City","Trip Completed","5","Thursday","Early Morning"
"3878","City","Cancelled","5","Thursday","Early Morning"
"380","Airport","Trip Completed","5","Thursday","Early Morning"
"3592","City","Cancelled","5","Thursday","Early Morning"
"2866","City","Cancelled","5","Thursday","Early Morning"
"3629","City","Cancelled","5","Thursday","Early Morning"
"3633","City","Cancelled","5","Thursday","Early Morning"
"119","Airport","Trip Completed","5","Thursday","Early Morning"
"3777","City","Cancelled","5","Thursday","Early Morning"
"1848","Airport","Trip Completed","5","Thursday","Early Morning"
"3787","City","Cancelled","5","Thursday","Early Morning"
"2858","City","Cancelled","5","Thursday","Early Morning"
"3600","City","Cancelled","5","Thursday","Early Morning"
"1799","Airport","Trip Completed","5","Thursday","Early Morning"
"3831","City","Cancelled","5","Thursday","Early Morning"
"3155","City","Cancelled","5","Thursday","Early Morning"
"3687","City","Cancelled","5","Thursday","Early Morning"
"3983","City","Cancelled","5","Thursday","Early Morning"
"3139","City","Cancelled","5","Thursday","Early Morning"
"3140","City","Cancelled","5","Thursday","Early Morning"
"3982","City","Cancelled","5","Thursday","Early Morning"
"2262","City","Trip Completed","5","Thursday","Early Morning"
"702","City","Trip Completed","5","Thursday","Early Morning"
"3451","City","Cancelled","5","Thursday","Early Morning"
"1468","City","Trip Completed","5","Thursday","Early Morning"
"3203","City","Cancelled","5","Thursday","Early Morning"
"3206","City","Cancelled","5","Thursday","Early Morning"
"4058","City","Cancelled","5","Thursday","Early Morning"
"3459","City","Cancelled","5","Thursday","Early Morning"
"3182","City","Cancelled","5","Thursday","Early Morning"
"1480","Airport","Trip Completed","5","Thursday","Early Morning"
"537","Airport","Trip Completed","5","Thursday","Early Morning"
"3943","City","Cancelled","5","Thursday","Early Morning"
"2206","City","Trip Completed","5","Thursday","Early Morning"
"5678","City","No Cars Available","5","Thursday","Early Morning"
"5677","City","No Cars Available","5","Thursday","Early Morning"
"5676","City","No Cars Available","5","Thursday","Early Morning"
"5675","City","No Cars Available","5","Thursday","Early Morning"
"3501","City","Cancelled","5","Thursday","Early Morning"
"3912","City","Cancelled","5","Thursday","Early Morning"
"2181","City","Trip Completed","5","Thursday","Early Morning"
"2000","City","Trip Completed","5","Thursday","Early Morning"
"3920","City","Cancelled","5","Thursday","Early Morning"
"2186","City","Trip Completed","5","Thursday","Early Morning"
"1942","Airport","Trip Completed","5","Thursday","Early Morning"
"3510","City","Cancelled","5","Thursday","Early Morning"
"5674","City","No Cars Available","5","Thursday","Early Morning"
"5666","City","No Cars Available","5","Thursday","Early Morning"
"5668","City","No Cars Available","5","Thursday","Early Morning"
"5665","City","No Cars Available","5","Thursday","Early Morning"
"5664","City","No Cars Available","5","Thursday","Early Morning"
"5669","City","No Cars Available","5","Thursday","Early Morning"
"5673","City","No Cars Available","5","Thursday","Early Morning"
"499","Airport","Trip Completed","5","Thursday","Early Morning"
"5663","Airport","No Cars Available","5","Thursday","Early Morning"
"5670","City","No Cars Available","5","Thursday","Early Morning"
"5671","City","No Cars Available","5","Thursday","Early Morning"
"5672","City","No Cars Available","5","Thursday","Early Morning"
"5667","City","No Cars Available","5","Thursday","Early Morning"
"3705","City","Cancelled","6","Thursday","Early Morning"
"3725","City","Cancelled","6","Thursday","Early Morning"
"3710","City","Cancelled","6","Thursday","Early Morning"
"1961","City","Trip Completed","6","Thursday","Early Morning"
"2396","City","Trip Completed","6","Thursday","Early Morning"
"3377","City","Cancelled","6","Thursday","Early Morning"
"1584","Airport","Trip Completed","6","Thursday","Early Morning"
"2195","City","Trip Completed","6","Thursday","Early Morning"
"3485","City","Cancelled","6","Thursday","Early Morning"
"1676","City","Trip Completed","6","Thursday","Early Morning"
"3484","City","Cancelled","6","Thursday","Early Morning"
"1433","City","Trip Completed","6","Thursday","Early Morning"
"4045","City","Cancelled","6","Thursday","Early Morning"
"2249","City","Trip Completed","6","Thursday","Early Morning"
"2242","City","Trip Completed","6","Thursday","Early Morning"
"3899","City","Cancelled","6","Thursday","Early Morning"
"1259","Airport","Trip Completed","6","Thursday","Early Morning"
"2159","City","Trip Completed","6","Thursday","Early Morning"
"1690","City","Trip Completed","6","Thursday","Early Morning"
"2149","City","Trip Completed","6","Thursday","Early Morning"
"3865","City","Cancelled","6","Thursday","Early Morning"
"3346","City","Cancelled","6","Thursday","Early Morning"
"761","City","Trip Completed","6","Thursday","Early Morning"
"919","City","Trip Completed","6","Thursday","Early Morning"
"3252","City","Cancelled","6","Thursday","Early Morning"
"933","City","Trip Completed","6","Thursday","Early Morning"
"5684","City","No Cars Available","6","Thursday","Early Morning"
"835","Airport","Trip Completed","6","Thursday","Early Morning"
"222","City","Trip Completed","6","Thursday","Early Morning"
"2564","City","Trip Completed","6","Thursday","Early Morning"
"2846","City","Cancelled","6","Thursday","Early Morning"
"2849","City","Cancelled","6","Thursday","Early Morning"
"180","Airport","Trip Completed","6","Thursday","Early Morning"
"5694","City","No Cars Available","6","Thursday","Early Morning"
"453","City","Trip Completed","6","Thursday","Early Morning"
"5695","City","No Cars Available","6","Thursday","Early Morning"
"5696","City","No Cars Available","6","Thursday","Early Morning"
"5697","City","No Cars Available","6","Thursday","Early Morning"
"5698","Airport","No Cars Available","6","Thursday","Early Morning"
"5699","City","No Cars Available","6","Thursday","Early Morning"
"2695","City","Trip Completed","6","Thursday","Early Morning"
"5700","City","No Cars Available","6","Thursday","Early Morning"
"5701","City","No Cars Available","6","Thursday","Early Morning"
"5693","City","No Cars Available","6","Thursday","Early Morning"
"5692","City","No Cars Available","6","Thursday","Early Morning"
"5683","City","No Cars Available","6","Thursday","Early Morning"
"5685","City","No Cars Available","6","Thursday","Early Morning"
"5686","City","No Cars Available","6","Thursday","Early Morning"
"5682","City","No Cars Available","6","Thursday","Early Morning"
"5687","City","No Cars Available","6","Thursday","Early Morning"
"5688","City","No Cars Available","6","Thursday","Early Morning"
"5680","City","No Cars Available","6","Thursday","Early Morning"
"5679","City","No Cars Available","6","Thursday","Early Morning"
"5689","City","No Cars Available","6","Thursday","Early Morning"
"5690","City","No Cars Available","6","Thursday","Early Morning"
"5691","City","No Cars Available","6","Thursday","Early Morning"
"5681","City","No Cars Available","6","Thursday","Early Morning"
"669","Airport","Trip Completed","6","Thursday","Early Morning"
"388","City","Trip Completed","6","Thursday","Early Morning"
"3178","City","Cancelled","6","Thursday","Early Morning"
"3185","City","Cancelled","6","Thursday","Early Morning"
"399","Airport","Trip Completed","6","Thursday","Early Morning"
"3136","City","Cancelled","6","Thursday","Early Morning"
"428","City","Trip Completed","6","Thursday","Early Morning"
"3109","City","Cancelled","6","Thursday","Early Morning"
"2886","City","Cancelled","6","Thursday","Early Morning"
"96","City","Trip Completed","6","Thursday","Early Morning"
"3001","City","Cancelled","6","Thursday","Early Morning"
"2424","City","Trip Completed","6","Thursday","Early Morning"
"6","Airport","Trip Completed","6","Thursday","Early Morning"
"2956","City","Cancelled","6","Thursday","Early Morning"
"1139","City","Trip Completed","6","Thursday","Early Morning"
"46","City","Trip Completed","6","Thursday","Early Morning"
"1103","City","Trip Completed","6","Thursday","Early Morning"
"3278","City","Cancelled","6","Thursday","Early Morning"
"5705","City","No Cars Available","7","Thursday","Early Morning"
"5715","City","No Cars Available","7","Thursday","Early Morning"
"3726","City","Cancelled","7","Thursday","Early Morning"
"5704","City","No Cars Available","7","Thursday","Early Morning"
"5714","City","No Cars Available","7","Thursday","Early Morning"
"5713","City","No Cars Available","7","Thursday","Early Morning"
"5712","City","No Cars Available","7","Thursday","Early Morning"
"5711","City","No Cars Available","7","Thursday","Early Morning"
"5710","City","No Cars Available","7","Thursday","Early Morning"
"5706","City","No Cars Available","7","Thursday","Early Morning"
"5703","City","No Cars Available","7","Thursday","Early Morning"
"5708","City","No Cars Available","7","Thursday","Early Morning"
"5707","City","No Cars Available","7","Thursday","Early Morning"
"5709","City","No Cars Available","7","Thursday","Early Morning"
"3519","City","Cancelled","7","Thursday","Early Morning"
"5702","City","No Cars Available","7","Thursday","Early Morning"
"3794","City","Cancelled","7","Thursday","Early Morning"
"2066","City","Trip Completed","7","Thursday","Early Morning"
"3677","City","Cancelled","7","Thursday","Early Morning"
"3621","City","Cancelled","7","Thursday","Early Morning"
"3923","City","Cancelled","7","Thursday","Early Morning"
"1765","Airport","Trip Completed","7","Thursday","Early Morning"
"3772","City","Cancelled","7","Thursday","Early Morning"
"3843","City","Cancelled","7","Thursday","Early Morning"
"3622","City","Cancelled","7","Thursday","Early Morning"
"3040","City","Cancelled","7","Thursday","Early Morning"
"3044","City","Cancelled","7","Thursday","Early Morning"
"3828","City","Cancelled","7","Thursday","Early Morning"
"2100","City","Trip Completed","7","Thursday","Early Morning"
"3002","City","Cancelled","7","Thursday","Early Morning"
"2090","City","Trip Completed","7","Thursday","Early Morning"
"89","City","Trip Completed","7","Thursday","Early Morning"
"3084","City","Cancelled","7","Thursday","Early Morning"
"3601","City","Cancelled","7","Thursday","Early Morning"
"3097","City","Cancelled","7","Thursday","Early Morning"
"2907","City","Cancelled","7","Thursday","Early Morning"
"3860","City","Cancelled","7","Thursday","Early Morning"
"1740","City","Trip Completed","7","Thursday","Early Morning"
"3059","City","Cancelled","7","Thursday","Early Morning"
"2842","City","Cancelled","7","Thursday","Early Morning"
"2859","City","Cancelled","7","Thursday","Early Morning"
"866","City","Trip Completed","7","Thursday","Early Morning"
"885","City","Trip Completed","7","Thursday","Early Morning"
"2542","City","Trip Completed","7","Thursday","Early Morning"
"2526","City","Trip Completed","7","Thursday","Early Morning"
"952","City","Trip Completed","7","Thursday","Early Morning"
"972","City","Trip Completed","7","Thursday","Early Morning"
"3412","City","Cancelled","7","Thursday","Early Morning"
"3411","City","Cancelled","7","Thursday","Early Morning"
"4075","City","Cancelled","7","Thursday","Early Morning"
"749","Airport","Trip Completed","7","Thursday","Early Morning"
"772","City","Trip Completed","7","Thursday","Early Morning"
"2323","City","Trip Completed","7","Thursday","Early Morning"
"2448","City","Trip Completed","7","Thursday","Early Morning"
"1112","Airport","Trip Completed","7","Thursday","Early Morning"
"3322","City","Cancelled","7","Thursday","Early Morning"
"3355","City","Cancelled","7","Thursday","Early Morning"
"2433","Airport","Trip Completed","7","Thursday","Early Morning"
"1150","City","Trip Completed","7","Thursday","Early Morning"
"3406","City","Cancelled","7","Thursday","Early Morning"
"1041","City","Trip Completed","7","Thursday","Early Morning"
"1033","City","Trip Completed","7","Thursday","Early Morning"
"3301","City","Cancelled","7","Thursday","Early Morning"
"609","City","Trip Completed","7","Thursday","Early Morning"
"4050","City","Cancelled","7","Thursday","Early Morning"
"1545","City","Trip Completed","7","Thursday","Early Morning"
"4034","City","Cancelled","7","Thursday","Early Morning"
"1569","City","Trip Completed","7","Thursday","Early Morning"
"2670","City","Trip Completed","7","Thursday","Early Morning"
"1536","City","Trip Completed","7","Thursday","Early Morning"
"477","Airport","Trip Completed","7","Thursday","Early Morning"
"647","City","Trip Completed","7","Thursday","Early Morning"
"3469","City","Cancelled","7","Thursday","Early Morning"
"1599","Airport","Trip Completed","7","Thursday","Early Morning"
"1530","City","Trip Completed","7","Thursday","Early Morning"
"2349","Airport","Trip Completed","4","Tuesday","Early Morning"
"3467","City","Cancelled","4","Tuesday","Early Morning"
"4634","Airport","No Cars Available","4","Tuesday","Early Morning"
"4633","City","No Cars Available","4","Tuesday","Early Morning"
"494","Airport","Trip Completed","4","Tuesday","Early Morning"
"4632","City","No Cars Available","4","Tuesday","Early Morning"
"768","Airport","Trip Completed","4","Tuesday","Early Morning"
"555","Airport","Trip Completed","4","Tuesday","Early Morning"
"2063","Airport","Trip Completed","4","Tuesday","Early Morning"
"2059","City","Trip Completed","4","Tuesday","Early Morning"
"4638","Airport","No Cars Available","4","Tuesday","Early Morning"
"3131","City","Cancelled","4","Tuesday","Early Morning"
"4647","City","No Cars Available","4","Tuesday","Early Morning"
"1948","City","Trip Completed","4","Tuesday","Early Morning"
"4646","City","No Cars Available","4","Tuesday","Early Morning"
"4645","City","No Cars Available","4","Tuesday","Early Morning"
"4644","City","No Cars Available","4","Tuesday","Early Morning"
"4643","City","No Cars Available","4","Tuesday","Early Morning"
"4642","City","No Cars Available","4","Tuesday","Early Morning"
"4641","Airport","No Cars Available","4","Tuesday","Early Morning"
"4640","City","No Cars Available","4","Tuesday","Early Morning"
"4639","City","No Cars Available","4","Tuesday","Early Morning"
"4637","Airport","No Cars Available","4","Tuesday","Early Morning"
"3967","City","Cancelled","4","Tuesday","Early Morning"
"1040","City","Trip Completed","4","Tuesday","Early Morning"
"2224","City","Trip Completed","4","Tuesday","Early Morning"
"4635","Airport","No Cars Available","4","Tuesday","Early Morning"
"4636","Airport","No Cars Available","4","Tuesday","Early Morning"
"2143","Airport","Trip Completed","4","Tuesday","Early Morning"
"708","Airport","Trip Completed","4","Tuesday","Early Morning"
"975","Airport","Trip Completed","4","Tuesday","Early Morning"
"1173","City","Trip Completed","4","Tuesday","Early Morning"
"2499","City","Trip Completed","4","Tuesday","Early Morning"
"2131","Airport","Trip Completed","4","Tuesday","Early Morning"
"3048","City","Cancelled","4","Tuesday","Early Morning"
"2471","Airport","Trip Completed","4","Tuesday","Early Morning"
"1655","City","Trip Completed","4","Tuesday","Early Morning"
"1907","City","Trip Completed","4","Tuesday","Early Morning"
"744","City","Trip Completed","4","Tuesday","Early Morning"
"3538","City","Cancelled","4","Tuesday","Early Morning"
"2166","Airport","Trip Completed","4","Tuesday","Early Morning"
"890","City","Trip Completed","4","Tuesday","Early Morning"
"2682","Airport","Trip Completed","4","Tuesday","Early Morning"
"3353","City","Cancelled","5","Tuesday","Early Morning"
"4082","City","Cancelled","5","Tuesday","Early Morning"
"2585","City","Trip Completed","5","Tuesday","Early Morning"
"3438","City","Cancelled","5","Tuesday","Early Morning"
"1415","City","Trip Completed","5","Tuesday","Early Morning"
"2293","Airport","Trip Completed","5","Tuesday","Early Morning"
"2376","Airport","Trip Completed","5","Tuesday","Early Morning"
"4659","City","No Cars Available","5","Tuesday","Early Morning"
"863","Airport","Trip Completed","5","Tuesday","Early Morning"
"2300","Airport","Trip Completed","5","Tuesday","Early Morning"
"2463","City","Trip Completed","5","Tuesday","Early Morning"
"3233","City","Cancelled","5","Tuesday","Early Morning"
"928","City","Trip Completed","5","Tuesday","Early Morning"
"4650","City","No Cars Available","5","Tuesday","Early Morning"
"4649","City","No Cars Available","5","Tuesday","Early Morning"
"4648","City","No Cars Available","5","Tuesday","Early Morning"
"1089","City","Trip Completed","5","Tuesday","Early Morning"
"806","Airport","Trip Completed","5","Tuesday","Early Morning"
"1096","City","Trip Completed","5","Tuesday","Early Morning"
"2445","City","Trip Completed","5","Tuesday","Early Morning"
"4651","City","No Cars Available","5","Tuesday","Early Morning"
"4652","City","No Cars Available","5","Tuesday","Early Morning"
"4653","City","No Cars Available","5","Tuesday","Early Morning"
"4654","City","No Cars Available","5","Tuesday","Early Morning"
"1278","City","Trip Completed","5","Tuesday","Early Morning"
"1018","City","Trip Completed","5","Tuesday","Early Morning"
"2331","Airport","Trip Completed","5","Tuesday","Early Morning"
"2367","Airport","Trip Completed","5","Tuesday","Early Morning"
"4658","City","No Cars Available","5","Tuesday","Early Morning"
"4657","City","No Cars Available","5","Tuesday","Early Morning"
"4656","City","No Cars Available","5","Tuesday","Early Morning"
"4655","City","No Cars Available","5","Tuesday","Early Morning"
"1457","Airport","Trip Completed","5","Tuesday","Early Morning"
"341","City","Trip Completed","5","Tuesday","Early Morning"
"1736","City","Trip Completed","5","Tuesday","Early Morning"
"3566","City","Cancelled","5","Tuesday","Early Morning"
"3842","City","Cancelled","5","Tuesday","Early Morning"
"326","City","Trip Completed","5","Tuesday","Early Morning"
"76","Airport","Trip Completed","5","Tuesday","Early Morning"
"2912","City","Cancelled","5","Tuesday","Early Morning"
"3106","City","Cancelled","5","Tuesday","Early Morning"
"3539","City","Cancelled","5","Tuesday","Early Morning"
"2909","Airport","Cancelled","5","Tuesday","Early Morning"
"3090","City","Cancelled","5","Tuesday","Early Morning"
"2014","Airport","Trip Completed","5","Tuesday","Early Morning"
"3071","City","Cancelled","5","Tuesday","Early Morning"
"3755","City","Cancelled","5","Tuesday","Early Morning"
"104","Airport","Trip Completed","5","Tuesday","Early Morning"
"1822","Airport","Trip Completed","5","Tuesday","Early Morning"
"3799","City","Cancelled","5","Tuesday","Early Morning"
"3765","City","Cancelled","5","Tuesday","Early Morning"
"3788","City","Cancelled","5","Tuesday","Early Morning"
"1929","Airport","Trip Completed","5","Tuesday","Early Morning"
"2998","City","Cancelled","5","Tuesday","Early Morning"
"176","City","Trip Completed","5","Tuesday","Early Morning"
"642","Airport","Trip Completed","5","Tuesday","Early Morning"
"2962","City","Cancelled","5","Tuesday","Early Morning"
"2632","City","Trip Completed","5","Tuesday","Early Morning"
"3990","City","Cancelled","5","Tuesday","Early Morning"
"3674","City","Cancelled","5","Tuesday","Early Morning"
"2277","City","Trip Completed","5","Tuesday","Early Morning"
"10","Airport","Trip Completed","5","Tuesday","Early Morning"
"2267","Airport","Trip Completed","5","Tuesday","Early Morning"
"1974","Airport","Trip Completed","5","Tuesday","Early Morning"
"2619","Airport","Trip Completed","5","Tuesday","Early Morning"
"3675","City","Cancelled","5","Tuesday","Early Morning"
"472","City","Trip Completed","5","Tuesday","Early Morning"
"2940","City","Cancelled","5","Tuesday","Early Morning"
"3494","City","Cancelled","5","Tuesday","Early Morning"
"2003","City","Trip Completed","5","Tuesday","Early Morning"
"49","Airport","Trip Completed","5","Tuesday","Early Morning"
"3516","City","Cancelled","5","Tuesday","Early Morning"
"3936","City","Cancelled","5","Tuesday","Early Morning"
"524","City","Trip Completed","5","Tuesday","Early Morning"
"1573","City","Trip Completed","5","Tuesday","Early Morning"
"3972","City","Cancelled","5","Tuesday","Early Morning"
"2358","Airport","Trip Completed","6","Tuesday","Early Morning"
"3690","City","Cancelled","6","Tuesday","Early Morning"
"3388","Airport","Cancelled","6","Tuesday","Early Morning"
"3738","City","Cancelled","6","Tuesday","Early Morning"
"1995","City","Trip Completed","6","Tuesday","Early Morning"
"3698","City","Cancelled","6","Tuesday","Early Morning"
"3699","City","Cancelled","6","Tuesday","Early Morning"
"1919","Airport","Trip Completed","6","Tuesday","Early Morning"
"3959","Airport","Cancelled","6","Tuesday","Early Morning"
"3950","City","Cancelled","6","Tuesday","Early Morning"
"2193","Airport","Trip Completed","6","Tuesday","Early Morning"
"1638","City","Trip Completed","6","Tuesday","Early Morning"
"3521","City","Cancelled","6","Tuesday","Early Morning"
"3918","City","Cancelled","6","Tuesday","Early Morning"
"3529","City","Cancelled","6","Tuesday","Early Morning"
"3991","City","Cancelled","6","Tuesday","Early Morning"
"4056","City","Cancelled","6","Tuesday","Early Morning"
"1429","City","Trip Completed","6","Tuesday","Early Morning"
"1490","City","Trip Completed","6","Tuesday","Early Morning"
"3457","City","Cancelled","6","Tuesday","Early Morning"
"4022","City","Cancelled","6","Tuesday","Early Morning"
"1523","Airport","Trip Completed","6","Tuesday","Early Morning"
"3483","City","Cancelled","6","Tuesday","Early Morning"
"3894","City","Cancelled","6","Tuesday","Early Morning"
"3603","City","Cancelled","6","Tuesday","Early Morning"
"1244","Airport","Trip Completed","6","Tuesday","Early Morning"
"3618","City","Cancelled","6","Tuesday","Early Morning"
"1861","Airport","Trip Completed","6","Tuesday","Early Morning"
"1704","Airport","Trip Completed","6","Tuesday","Early Morning"
"1347","Airport","Trip Completed","6","Tuesday","Early Morning"
"3863","City","Cancelled","6","Tuesday","Early Morning"
"3571","City","Cancelled","6","Tuesday","Early Morning"
"3849","City","Cancelled","6","Tuesday","Early Morning"
"286","Airport","Trip Completed","6","Tuesday","Early Morning"
"3052","City","Cancelled","6","Tuesday","Early Morning"
"732","Airport","Trip Completed","6","Tuesday","Early Morning"
"2538","Airport","Trip Completed","6","Tuesday","Early Morning"
"937","Airport","Trip Completed","6","Tuesday","Early Morning"
"218","City","Trip Completed","6","Tuesday","Early Morning"
"3008","City","Cancelled","6","Tuesday","Early Morning"
"2560","City","Trip Completed","6","Tuesday","Early Morning"
"880","Airport","Trip Completed","6","Tuesday","Early Morning"
"3221","City","Cancelled","6","Tuesday","Early Morning"
"2773","Airport","Trip Completed","6","Tuesday","Early Morning"
"548","City","Trip Completed","6","Tuesday","Early Morning"
"440","Airport","Trip Completed","6","Tuesday","Early Morning"
"391","City","Trip Completed","6","Tuesday","Early Morning"
"680","Airport","Trip Completed","6","Tuesday","Early Morning"
"376","City","Trip Completed","6","Tuesday","Early Morning"
"351","Airport","Trip Completed","6","Tuesday","Early Morning"
"2636","Airport","Trip Completed","6","Tuesday","Early Morning"
"2675","Airport","Trip Completed","6","Tuesday","Early Morning"
"2711","Airport","Trip Completed","6","Tuesday","Early Morning"
"3170","City","Cancelled","6","Tuesday","Early Morning"
"3161","City","Cancelled","6","Tuesday","Early Morning"
"945","Airport","Trip Completed","6","Tuesday","Early Morning"
"4660","City","No Cars Available","6","Tuesday","Early Morning"
"4661","City","No Cars Available","6","Tuesday","Early Morning"
"4662","City","No Cars Available","6","Tuesday","Early Morning"
"4663","City","No Cars Available","6","Tuesday","Early Morning"
"4664","City","No Cars Available","6","Tuesday","Early Morning"
"4665","City","No Cars Available","6","Tuesday","Early Morning"
"4667","City","No Cars Available","6","Tuesday","Early Morning"
"4668","City","No Cars Available","6","Tuesday","Early Morning"
"4669","City","No Cars Available","6","Tuesday","Early Morning"
"4670","City","No Cars Available","6","Tuesday","Early Morning"
"4671","City","No Cars Available","6","Tuesday","Early Morning"
"4672","City","No Cars Available","6","Tuesday","Early Morning"
